Время начала - сс.мс	Время окончания - сс.мс	text@iys1984f	text@vnp1986f	words@iys1984f	words@vnp1986f	gesture@iys1984f	gesture@vnp1986f	gestMeaning@iys1984f	gestMeaning@vnp1986f	intonation@iys1984f	intonation@vnp1986f	gram@iys1984f	gram@vnp1986f	pos@iys1984f	pos@vnp1986f	
379.903	380.17		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		фильмов						нарратив		Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur		NOUN
380.17	380.437		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		ну						нарратив		_		INTJ
380.437	380.704		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		вы						нарратив		Case=Nom|Number=Plur|Person=2		PRON
380.704	380.971		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		удивительный						нарратив		Case=Nom|Degree=Pos|Gender=Masc|Number=Sing		ADJ
380.971	381.238		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		человек						нарратив		Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing		NOUN
381.238	381.505		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		правда						нарратив		_		PART
381.505	381.772		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		/						нарратив		_		PUNCT
381.772	382.039		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		я						нарратив		Case=Nom|Number=Sing|Person=1		PRON
382.039	382.306		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		ни...						нарратив		_		X
382.306	382.573		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		ни...						нарратив		_		X
382.573	382.84		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		никогда						нарратив		Degree=Pos		ADV
382.84	383.107		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		не						нарратив		_		PART
383.107	383.374		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		думал						нарратив		Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act		VERB
383.374	383.641		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		что						нарратив		_		SCONJ
383.641	383.908		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		я						нарратив		Case=Nom|Number=Sing|Person=1		PRON
383.908	384.175		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		вас						нарратив		Case=Acc|Number=Plur|Person=2		PRON
384.175	384.442		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		вот						нарратив		_		PART
384.442	384.709		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		так						нарратив		Degree=Pos		ADV
384.709	384.976		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		встречу						нарратив		Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act		VERB
384.976	385.243		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		в						нарратив		_		ADP
385.243	385.51		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		кафе						нарратив		Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing		NOUN
385.51	385.777		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		можно						нарратив		Degree=Pos		ADV
385.777	386.044		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		ваш						нарратив		Case=Acc|Gender=Masc|Number=Sing		DET
386.044	386.311		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		автограф						нарратив		Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing		NOUN
386.311	386.578		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		?						нарратив		_		PUNCT
386.578	386.845		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		/						нарратив		_		PUNCT
386.845	387.112		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		/						нарратив		_		PUNCT
387.112	387.379		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		а						нарратив		_		CCONJ
387.379	387.646		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		девушка						нарратив		Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing		NOUN
387.646	387.913		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		в						нарратив		_		ADP
387.913	388.18		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		этот						нарратив		Case=Acc|Gender=Masc|Number=Sing		DET
388.18	388.447		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		момент						нарратив		Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing		NOUN
388.447	388.714		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		э						нарратив		_		INTJ
388.714	388.981		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		ушла						нарратив		Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act		VERB
388.981	389.248		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		помыть						нарратив		Aspect=Perf|VerbForm=Inf|Voice=Act		VERB
389.248	389.515		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		ручки						нарратив		Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur		NOUN
389.515	389.782		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		/						нарратив		_		PUNCT
389.782	390.049		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		/						нарратив		_		PUNCT
390.049	390.316		а тут за соседним столом сидит какая-то прям панкота / ну прям панкота они себя шумно ведут они бухают они что-то делают там громко говорят / и он как-то на них так неодобрительно посматривает и вдруг какой-то мальчик отделяется от этого стола подходит к нему и говорит / слушайте / я / хотел просто вам сказать чтов вот вы / любимый актер моей мамы / и вообще я очень много фильмов ну вы удивительный человек правда / я ни... ни... никогда не думал что я вас вот так встречу в кафе можно ваш автограф ? // а девушка в этот момент э ушла помыть ручки // он сидит один за столом / тот долго ждал удобного момента //		он						нарратив		Case=Nom|Gender=Masc|Number=Sing|Person=3		PRON
